,id,features
678,2031,"[0.3724469244480133, 0.5171139240264893, 0.47682929039001465, 0.6179576516151428, 0.6168305277824402, 0.9245427250862122, 0.7990317940711975, 1.426705241203308, 0.4265037477016449, 0.7593717575073242]"
679,2041,"[0.4135301411151886, 1.0995151996612549, 0.5750592350959778, 0.8803536891937256, 0.194132462143898, 0.9066941738128662, 0.5959926247596741, 1.3068170547485352, 0.3681189715862274, 0.5481553673744202]"
680,2051,"[0.3792015612125397, 0.9221525192260742, 0.2855921685695648, 0.4087497889995575, 0.49208614230155945, 1.214339017868042, 0.7762646079063416, 1.3570542335510254, 0.0, 1.0047191381454468]"
681,2061,"[0.5709875226020813, 0.6851637959480286, 0.5582473874092102, 0.6461166739463806, 1.1670691967010498, 0.8703939318656921, 0.8488171696662903, 1.7079429626464844, 0.14377394318580627, 0.41514852643013]"
682,2071,"[0.3573561906814575, 0.7455745935440063, 0.3283710479736328, 1.1520155668258667, 0.42292043566703796, 0.7390744686126709, 0.7097330689430237, 0.9543758630752563, 0.22414366900920868, 0.7696035504341125]"
683,2081,"[0.6521604061126709, 0.8480819463729858, 0.6015892624855042, 0.21994106471538544, 0.330264151096344, 0.5941258668899536, 0.9872496128082275, 0.6943819522857666, 0.04801817238330841, 1.512937307357788]"
684,2091,"[0.10887078940868378, 1.0454401969909668, 0.007042288314551115, 1.4961445331573486, 0.3498009741306305, 0.8998716473579407, 0.750236451625824, 1.351649522781372, 0.16244462132453918, 0.8678495287895203]"
685,2101,"[0.5757458209991455, 0.4620019793510437, 0.1992347687482834, 0.5068073868751526, 0.6441895961761475, 1.0264813899993896, 0.563662588596344, 1.4325834512710571, 0.3914908170700073, 0.7760184407234192]"
686,2111,"[0.3722425401210785, 0.6389577388763428, 0.5081577301025391, 0.9404625296592712, 0.42034855484962463, 1.1214743852615356, 0.9409247636795044, 1.0316705703735352, 0.16792428493499756, 0.865563154220581]"
687,2121,"[0.5185908079147339, 0.8873814940452576, 0.3761866092681885, 0.7749982476234436, 0.7622824311256409, 1.184859275817871, 0.5701963305473328, 0.5382706522941589, 0.3351827561855316, 1.0551581382751465]"
688,2131,"[0.3562764525413513, 0.94400554895401, 0.3722129762172699, 0.6319668889045715, 0.4159758687019348, 0.7581995129585266, 0.7917682528495789, 1.0012884140014648, 0.24244529008865356, 1.3645297288894653]"
689,2141,"[0.7854779958724976, 1.0864758491516113, 0.6041382551193237, 1.1385778188705444, 0.4055507779121399, 0.9598985314369202, 0.8636881113052368, 0.17586222290992737, 0.4865037798881531, 1.9361941814422607]"
690,2151,"[0.0, 0.13412787020206451, 0.0, 1.7149745225906372, 0.1354617327451706, 0.6935716867446899, 0.5637953877449036, 1.5504151582717896, 0.09207683801651001, 0.7369825839996338]"
691,2161,"[0.2977146506309509, 0.23182877898216248, 0.492626816034317, 0.898123562335968, 0.9506886005401611, 1.1647953987121582, 0.7124980092048645, 1.1684209108352661, 0.03519122675061226, 0.4790489673614502]"
692,2171,"[0.5727077722549438, 0.3036135733127594, 0.5731151103973389, 0.7130436897277832, 0.8596047163009644, 1.3953046798706055, 0.7505364418029785, 1.154857873916626, 0.35346269607543945, 0.8502436280250549]"
693,2181,"[0.02721215784549713, 0.5541608929634094, 0.13213308155536652, 0.6884247064590454, 0.5051876902580261, 0.917708694934845, 0.7702297568321228, 1.3524991273880005, 0.1483689546585083, 1.1852288246154785]"
694,2191,"[0.24406561255455017, 0.8264323472976685, 0.0, 0.7635936141014099, 0.24264943599700928, 0.6867992281913757, 0.7046993374824524, 1.6244010925292969, 0.30610141158103943, 0.07925455272197723]"
695,2201,"[0.07564011216163635, 1.5963691473007202, 0.29114773869514465, 0.9441593289375305, 0.12112172693014145, 1.1824339628219604, 0.594562828540802, 1.0845797061920166, 0.24258315563201904, 1.133039116859436]"
696,2211,"[0.44210922718048096, 0.6643595695495605, 0.3518073856830597, 1.012726902961731, 0.4827154278755188, 1.131250023841858, 0.7933138608932495, 1.0573335886001587, 0.3354335129261017, 0.9512754678726196]"
697,2221,"[0.6456640362739563, 0.7413016557693481, 0.6939310431480408, 0.5648638606071472, 0.8255846500396729, 1.0796741247177124, 0.7485038638114929, 1.225882649421692, 0.21570992469787598, 0.5520538687705994]"
698,2231,"[0.3478773534297943, 0.45523977279663086, 0.3541264235973358, 0.8523004055023193, 0.7452763319015503, 0.9445707201957703, 0.620663046836853, 1.1133784055709839, 0.3206346929073334, 0.9983727931976318]"
699,2241,"[0.4869128167629242, 0.5769400596618652, 0.2893525958061218, 1.0936707258224487, 0.7193921804428101, 1.1037312746047974, 0.8206985592842102, 1.0284279584884644, 0.5373938679695129, 1.105352759361267]"
700,2251,"[0.3774617314338684, 0.5940537452697754, 0.39613208174705505, 0.6737620234489441, 0.7679499387741089, 1.088057518005371, 0.6780509948730469, 1.3112632036209106, 0.18341784179210663, 1.0466424226760864]"
701,2261,"[0.8410236835479736, 0.8831951022148132, 0.5707601308822632, 0.5301412343978882, 0.45280003547668457, 0.7761009931564331, 1.1644866466522217, 0.8419075608253479, 0.06818283349275589, 0.9805458188056946]"
702,2271,"[0.4888584017753601, 0.8034883737564087, 0.43172863125801086, 0.7357444763183594, 0.6125351190567017, 1.2884451150894165, 0.8165743350982666, 1.1533938646316528, 0.2139882743358612, 0.9069439768791199]"
703,2281,"[0.25443771481513977, 0.5629495978355408, 0.06878679990768433, 0.7400117516517639, 0.8400682210922241, 1.2786186933517456, 0.7634044289588928, 1.143002986907959, 0.10447365045547485, 0.9751277565956116]"
704,2291,"[0.2938840687274933, 1.4385228157043457, 0.3638553023338318, 1.2266265153884888, 0.47211864590644836, 0.999994695186615, 0.36390504240989685, 0.904426634311676, 0.3590313196182251, 1.1155506372451782]"
705,2301,"[0.5326603055000305, 0.5548858642578125, 0.6983869075775146, 0.24762199819087982, 1.0006189346313477, 0.8326885104179382, 1.0307046175003052, 1.3146767616271973, 0.31593507528305054, 0.6315532326698303]"
706,2311,"[0.34424883127212524, 1.9635252952575684, 0.7251522541046143, 1.494640588760376, 0.0, 0.0, 1.313718318939209, 0.4831817150115967, 0.41281381249427795, 0.791759729385376]"
707,2321,"[0.10717931389808655, 1.3823602199554443, 0.654836118221283, 0.4928528368473053, 0.33252620697021484, 0.47348731756210327, 1.0806723833084106, 0.7329202890396118, 0.42090433835983276, 1.3424721956253052]"
708,2331,"[1.0610265731811523, 0.6695356369018555, 0.590363621711731, 1.0528043508529663, 0.7058717012405396, 1.3740031719207764, 0.5853447914123535, 1.1293079853057861, 0.13209684193134308, 0.6682129502296448]"
709,2341,"[0.0, 1.1060901880264282, 0.11217811703681946, 0.650579571723938, 0.4640047252178192, 0.7478942275047302, 0.3673093616962433, 0.7514336109161377, 0.0028091787826269865, 1.4497497081756592]"
710,2351,"[0.4482713043689728, 0.4827290177345276, 0.6003023386001587, 0.7148318290710449, 0.09540624171495438, 0.7954872250556946, 1.1081534624099731, 1.132497787475586, 0.019159357994794846, 0.8296573758125305]"
711,2361,"[0.4724865257740021, 1.2393375635147095, 1.1829301118850708, 1.0930263996124268, 0.5370233654975891, 0.24601946771144867, 0.8573265671730042, 1.0238935947418213, 0.5670631527900696, 0.7533748149871826]"
712,2371,"[0.2435249537229538, 1.1213427782058716, 0.925335705280304, 1.9899479150772095, 0.022166192531585693, 0.5494537353515625, 0.7122436761856079, 0.0, 0.8164571523666382, 0.526147723197937]"
713,2381,"[0.7144142389297485, 0.8012115955352783, 0.855582594871521, 0.5304195284843445, 0.7572629451751709, 0.937954306602478, 0.807486355304718, 0.32124248147010803, 0.07213053852319717, 1.0094794034957886]"
714,2391,"[0.5333747863769531, 0.8833261132240295, 0.7861570119857788, 0.4255267381668091, 0.48111453652381897, 1.3215408325195312, 0.6640136241912842, 0.2818337678909302, 0.3621833920478821, 1.384262204170227]"
715,2401,"[0.40744611620903015, 1.2333310842514038, 0.350846529006958, 0.40278586745262146, 0.7383650541305542, 0.666797935962677, 0.9253106117248535, 1.1832505464553833, 0.42415791749954224, 1.6065486669540405]"
716,2411,"[0.3105852007865906, 0.8192896842956543, 0.2541164755821228, 0.5130144357681274, 0.5505489706993103, 1.005288004875183, 0.6938931941986084, 1.1013774871826172, 0.2764490246772766, 1.1760271787643433]"
717,2421,"[0.4522714912891388, 0.8721454739570618, 0.41295817494392395, 0.4131785035133362, 0.5860120058059692, 1.1522066593170166, 0.7551178932189941, 0.7517842650413513, 0.009992856532335281, 1.339660882949829]"
718,2431,"[0.5299513339996338, 0.15833130478858948, 0.0, 1.1115822792053223, 0.0, 1.0660682916641235, 1.2509357929229736, 1.0477381944656372, 0.0, 1.178545594215393]"
719,2441,"[0.17418792843818665, 2.1599295139312744, 0.6046498417854309, 0.6951515674591064, 0.3864961564540863, 0.8163562417030334, 0.5947741866111755, 0.4141538143157959, 0.4528210163116455, 1.4457160234451294]"
720,2451,"[0.22570151090621948, 0.9841006398200989, 0.27733731269836426, 0.6795238256454468, 0.3401064872741699, 0.8727834224700928, 0.8256372809410095, 0.6381211280822754, 0.07994147390127182, 1.1088446378707886]"
721,2461,"[0.6763012409210205, 0.9615525007247925, 0.02948131039738655, 0.613292396068573, 0.2515205144882202, 0.7226008772850037, 0.8227459788322449, 1.3915693759918213, 0.313636839389801, 0.90692138671875]"
722,2471,"[0.3869013786315918, 0.7784780263900757, 0.653217613697052, 0.6190140247344971, 0.7142958045005798, 0.8978497385978699, 0.48687443137168884, 1.0543917417526245, 0.0, 0.5335848331451416]"
723,2481,"[0.02365890145301819, 0.8063381314277649, 0.12442515045404434, 0.6775185465812683, 0.35589316487312317, 1.2249513864517212, 0.8812315464019775, 1.1254088878631592, 0.07284916192293167, 0.9573184251785278]"
724,2491,"[0.7988660335540771, 2.0012502670288086, 0.6979522705078125, 0.1841670274734497, 0.35835519433021545, 0.8713600039482117, 0.592719316482544, 0.8551827669143677, 0.12802934646606445, 0.253610759973526]"
725,2501,"[0.24434520304203033, 0.6185091137886047, 0.16111034154891968, 0.41450104117393494, 0.27028506994247437, 1.2018842697143555, 1.0209294557571411, 0.974138081073761, 0.20825137197971344, 1.2254291772842407]"
726,2511,"[0.6035197973251343, 1.0432120561599731, 0.4908292293548584, 0.6879771947860718, 0.08585008978843689, 1.1848396062850952, 1.0700783729553223, 0.5804845094680786, 0.0, 1.400930404663086]"
727,2521,"[0.2821235656738281, 2.0118582248687744, 0.43514183163642883, 0.42759498953819275, 0.015857476741075516, 0.6802752017974854, 0.568634033203125, 0.12767601013183594, 0.22302982211112976, 1.4085276126861572]"
728,2531,"[0.5094708800315857, 1.1067498922348022, 0.3410565257072449, 1.4434807300567627, 0.12619169056415558, 0.9899138808250427, 0.6448323130607605, 0.7122703194618225, 0.0, 0.3380122780799866]"
729,2541,"[0.0, 1.6279242038726807, 0.393723726272583, 1.261267066001892, 0.1291344165802002, 0.3827889561653137, 0.2586424946784973, 0.6292262673377991, 0.8025938272476196, 0.8972005248069763]"
730,2551,"[0.625071108341217, 1.1730010509490967, 0.16470429301261902, 0.6434927582740784, 0.2478039562702179, 0.33130258321762085, 0.9999966025352478, 1.1569271087646484, 0.46552062034606934, 0.745728611946106]"
731,2561,"[0.10671667754650116, 0.4212237000465393, 0.22087402641773224, 0.7290310859680176, 0.5294739007949829, 0.9866432547569275, 1.2026913166046143, 1.0143178701400757, 0.4139474928379059, 0.8998135924339294]"
732,2571,"[0.16315223276615143, 1.5607409477233887, 0.12795504927635193, 1.037896990776062, 0.526820182800293, 0.6196558475494385, 0.4241832494735718, 1.0484535694122314, 0.6574453711509705, 1.1793935298919678]"
733,2581,"[0.314805805683136, 0.8675609827041626, 0.34474366903305054, 1.115134358406067, 0.25182482600212097, 1.3607654571533203, 1.0411573648452759, 0.9181343913078308, 0.014514635317027569, 0.9079214334487915]"
734,2591,"[0.5476810336112976, 1.1047062873840332, 0.4550055265426636, 0.5194240212440491, 0.1244516670703888, 0.5605221390724182, 1.042218565940857, 1.0468652248382568, 0.0, 0.8646809458732605]"
735,2601,"[0.7810221910476685, 0.3156244456768036, 0.5593231916427612, 0.8476506471633911, 0.5137817859649658, 0.7919840216636658, 0.8409391045570374, 1.2714519500732422, 0.8830323815345764, 0.923252522945404]"
736,2611,"[0.511519193649292, 0.8416749238967896, 0.15477092564105988, 0.24909761548042297, 0.0, 0.6938546299934387, 0.9144441485404968, 0.9262255430221558, 0.1349470317363739, 1.4859166145324707]"
737,2621,"[0.26936230063438416, 1.4561069011688232, 0.26540669798851013, 0.5447846055030823, 0.0, 0.4969508945941925, 0.6049541234970093, 0.5846136212348938, 0.2824849784374237, 1.0482605695724487]"
738,2631,"[0.1648530662059784, 0.7425352931022644, 0.23642027378082275, 1.325994610786438, 0.2803795337677002, 1.205216884613037, 0.7483158707618713, 1.1879591941833496, 0.46429887413978577, 0.831565797328949]"
739,2641,"[0.5830555558204651, 0.8637446761131287, 0.5282190442085266, 0.6935463547706604, 0.3774482011795044, 0.8950731158256531, 1.1699378490447998, 0.9614747166633606, 0.24533234536647797, 1.2544821500778198]"
740,2651,"[0.4301912784576416, 1.1353378295898438, 0.6113179326057434, 0.5645397305488586, 0.5739158391952515, 0.7241642475128174, 0.3071807026863098, 0.6728119254112244, 0.244529590010643, 1.076758861541748]"
741,2661,"[0.1308153122663498, 0.9024809002876282, 0.20622825622558594, 1.2606801986694336, 0.14185447990894318, 1.025081753730774, 0.6356967687606812, 0.8869805335998535, 0.1854812353849411, 1.088073492050171]"
742,2671,"[0.2831259071826935, 0.6064862012863159, 0.2037091702222824, 1.1072810888290405, 0.602698028087616, 0.6839312314987183, 0.976893961429596, 0.9380484819412231, 0.012622603215277195, 0.8707637190818787]"
743,2681,"[0.316008597612381, 1.0901222229003906, 0.0, 1.304173469543457, 0.0880938470363617, 0.875022828578949, 0.4747539758682251, 1.2247718572616577, 0.6593157052993774, 0.8343769311904907]"
744,2691,"[0.5843397974967957, 0.7927871346473694, 0.21075478196144104, 0.6849744319915771, 0.6196608543395996, 1.0900670289993286, 1.1048672199249268, 1.348962426185608, 0.035373505204916, 1.0122395753860474]"
745,2701,"[0.693423867225647, 0.8405767679214478, 0.0, 0.679924488067627, 0.8805118799209595, 0.7867053151130676, 0.7496998310089111, 0.631070077419281, 0.0, 1.297173023223877]"
746,2711,"[0.46620941162109375, 0.49532613158226013, 0.26160740852355957, 0.43713319301605225, 0.5100383758544922, 0.7978314161300659, 0.5197786092758179, 1.186500906944275, 0.04222875460982323, 0.33785226941108704]"
747,2721,"[0.5691702365875244, 1.1098122596740723, 0.4506966471672058, 1.1939398050308228, 0.07950955629348755, 0.9224908947944641, 0.6429759860038757, 1.4108004570007324, 0.0, 0.4692624509334564]"
748,2731,"[0.37014591693878174, 1.1425977945327759, 0.4891597330570221, 0.7503687143325806, 0.2785066068172455, 1.2292931079864502, 1.0778454542160034, 1.0135952234268188, 0.0828281044960022, 1.1426067352294922]"
749,2741,"[0.5589349269866943, 1.4622626304626465, 0.45822012424468994, 0.6097474694252014, 0.062381140887737274, 1.284584879875183, 1.241891860961914, 0.5549716353416443, 0.037833526730537415, 0.6776917576789856]"
750,2751,"[0.6224622130393982, 0.6142997145652771, 0.8558273315429688, 1.161234736442566, 0.22284404933452606, 0.6672143340110779, 0.5917178392410278, 0.6313382387161255, 0.5556546449661255, 1.0517973899841309]"
751,2761,"[0.37391403317451477, 0.816433846950531, 0.36828041076660156, 0.6904241442680359, 0.5198996067047119, 1.0859131813049316, 0.7437744140625, 1.2110735177993774, 0.041752252727746964, 0.962660551071167]"
752,2771,"[0.3256371021270752, 0.9437247514724731, 0.13828551769256592, 0.7094278335571289, 0.11292077600955963, 0.6741255521774292, 0.8697211146354675, 0.8318419456481934, 0.021907305344939232, 0.8568159341812134]"
753,2781,"[0.7359791398048401, 1.0646289587020874, 0.40679407119750977, 0.8800730109214783, 0.6001755595207214, 0.8628303408622742, 0.8576877117156982, 1.3550909757614136, 0.32233408093452454, 0.9753082394599915]"
754,2791,"[0.4306287169456482, 0.5514963865280151, 0.43263348937034607, 1.012191653251648, 0.7811434268951416, 1.3744957447052002, 0.6346790194511414, 1.2908259630203247, 0.2738489508628845, 0.5878807306289673]"
755,2801,"[0.33764782547950745, 1.2878878116607666, 0.4656086564064026, 0.42277055978775024, 0.17163902521133423, 0.5635061860084534, 1.0789726972579956, 0.5590183734893799, 0.152382954955101, 1.2173343896865845]"
756,2811,"[0.2110062837600708, 0.12291207164525986, 0.7969512939453125, 0.49633491039276123, 1.015882968902588, 1.186395525932312, 0.21115745604038239, 1.0909885168075562, 0.29521262645721436, 0.6286914348602295]"
757,2821,"[0.6386826634407043, 1.201020359992981, 1.021639108657837, 0.7939208745956421, 0.0, 1.1442103385925293, 1.8207828998565674, 0.6198228001594543, 0.2722538113594055, 0.16111811995506287]"
758,2831,"[0.629878044128418, 0.9513394236564636, 0.03858445957303047, 1.104770541191101, 0.0, 1.035731554031372, 1.1752592325210571, 0.7474658489227295, 0.039262138307094574, 1.1393388509750366]"
759,2841,"[0.42098596692085266, 0.7802455425262451, 0.43273118138313293, 0.686920166015625, 0.7666160464286804, 0.8566051125526428, 0.9308464527130127, 1.5251621007919312, 0.38732707500457764, 0.6542538404464722]"
760,2851,"[1.2997456789016724, 0.3937302827835083, 1.0088905096054077, 1.0238691568374634, 0.48582857847213745, 0.5833006501197815, 0.8591814637184143, 1.1680817604064941, 0.27112066745758057, 0.3863232135772705]"
761,2861,"[0.14192013442516327, 0.7451170682907104, 0.4942625164985657, 0.950659453868866, 0.7613213658332825, 0.7359732389450073, 1.0604290962219238, 0.9699227213859558, 0.43032345175743103, 0.4814602732658386]"
762,2871,"[0.6485932469367981, 0.0312967486679554, 0.5137535929679871, 0.6047825813293457, 0.4507635831832886, 0.8030154705047607, 1.054007887840271, 0.7477624416351318, 0.25029271841049194, 1.4962772130966187]"
763,2881,"[0.6200397610664368, 1.5660666227340698, 0.5622567534446716, 0.6843370795249939, 0.7775477170944214, 0.3715105652809143, 0.4328509271144867, 1.2508550882339478, 0.4053434431552887, 1.1399390697479248]"
764,2891,"[0.45102566480636597, 0.8006458878517151, 0.4849919378757477, 1.031618356704712, 0.0, 0.6852541565895081, 0.8947455883026123, 0.8430443406105042, 0.2583582401275635, 1.0738794803619385]"
765,2901,"[0.6238715648651123, 0.9976464509963989, 0.4416591227054596, 0.5912862420082092, 0.5644150376319885, 1.0079383850097656, 0.8358269333839417, 1.2292695045471191, 0.3801085650920868, 1.2083966732025146]"
766,2911,"[0.5020595788955688, 1.4350329637527466, 0.21869714558124542, 0.9616316556930542, 0.7188951969146729, 0.5422581434249878, 0.4592719078063965, 0.8097328543663025, 0.2537197470664978, 1.2026348114013672]"
767,2921,"[0.4660397469997406, 1.1580010652542114, 0.27907299995422363, 0.4572853446006775, 0.6129899621009827, 0.8254320025444031, 0.5971983671188354, 0.8804710507392883, 0.2449415922164917, 1.1397850513458252]"
768,2931,"[0.39517951011657715, 0.9478692412376404, 0.5767734050750732, 0.7148827314376831, 0.49349576234817505, 0.6514696478843689, 1.018715500831604, 1.3523728847503662, 0.0052424222230911255, 1.0635417699813843]"
769,2941,"[0.4505749046802521, 1.1178122758865356, 0.09511207044124603, 0.7047446966171265, 0.39745545387268066, 0.795607328414917, 0.6909794807434082, 1.4888794422149658, 0.2817712128162384, 0.441253125667572]"
770,2951,"[0.5510140061378479, 1.0204578638076782, 0.7753146290779114, 0.9406119585037231, 0.43129271268844604, 0.5226224064826965, 0.7858542799949646, 1.076882004737854, 0.8072550296783447, 1.198248267173767]"
771,2961,"[0.31514972448349, 1.350030541419983, 0.5410506129264832, 0.6592865586280823, 0.7431844472885132, 1.1192256212234497, 0.5497923493385315, 0.9540799260139465, 0.4154703617095947, 0.8725969195365906]"
772,2971,"[0.819892406463623, 0.41419029235839844, 0.5926865935325623, 0.48957014083862305, 1.2086904048919678, 0.3263247311115265, 0.6056036949157715, 1.6826530694961548, 0.6615747213363647, 0.36658334732055664]"
773,2981,"[0.3062213361263275, 1.0064685344696045, 0.7903947234153748, 0.5507847666740417, 0.8001092076301575, 0.9259121417999268, 1.2974600791931152, 1.3158496618270874, 0.39770665764808655, 0.4975442886352539]"
774,2991,"[0.536780059337616, 0.9607925415039062, 0.5036749839782715, 1.1623694896697998, 0.7996417880058289, 0.20626835525035858, 0.5578629970550537, 0.38585540652275085, 0.0015109458472579718, 1.1176378726959229]"
775,3001,"[0.4776591360569, 1.218353033065796, 0.36325204372406006, 0.5525169372558594, 0.44004711508750916, 0.7371991872787476, 0.8534343838691711, 0.9791287779808044, 0.36354416608810425, 1.6220282316207886]"
776,3011,"[0.749674379825592, 0.9811502695083618, 0.4458954632282257, 0.9868545532226562, 0.5005565881729126, 0.7021839618682861, 0.9670293927192688, 1.4857892990112305, 0.3723856806755066, 0.7987111806869507]"
777,3021,"[0.5976764559745789, 0.5068589448928833, 0.7025845646858215, 0.6550876498222351, 0.5537797808647156, 0.9435350894927979, 0.5033590793609619, 1.2585936784744263, 0.15544041991233826, 0.29027557373046875]"
778,3031,"[0.37679290771484375, 0.9170297384262085, 0.533117949962616, 0.8103853464126587, 0.6084250807762146, 0.6523337364196777, 0.8133096694946289, 1.3306679725646973, 0.773415744304657, 1.2414398193359375]"
779,3041,"[0.8195762634277344, 0.7313515543937683, 0.6769891977310181, 0.5779370069503784, 1.1362943649291992, 0.840251088142395, 0.7877840995788574, 0.8388161063194275, 0.5579794049263, 0.6327208876609802]"
780,3051,"[0.4002833068370819, 1.205841302871704, 0.13852649927139282, 0.5686212182044983, 0.21094490587711334, 0.6027981638908386, 0.6279630661010742, 0.8826845288276672, 0.40635737776756287, 1.2807562351226807]"
781,3061,"[0.8027274012565613, 1.7726600170135498, 0.44864779710769653, 1.3369964361190796, 0.13312940299510956, 1.0350425243377686, 0.06888367235660553, 0.008653620257973671, 0.0, 1.083106279373169]"
782,3071,"[0.5878675580024719, 0.1256675273180008, 0.8483560085296631, 0.4966485798358917, 0.6900088787078857, 1.1926085948944092, 0.9614975452423096, 1.003433346748352, 0.19725453853607178, 0.7269622683525085]"
783,3081,"[0.6358529925346375, 1.0579088926315308, 0.3903612792491913, 0.7593984007835388, 0.5500102043151855, 0.922440230846405, 0.8925713300704956, 1.1298763751983643, 0.22668853402137756, 1.3894236087799072]"
784,3091,"[0.90901118516922, 1.0909615755081177, 0.7604148387908936, 0.9197326302528381, 0.47357627749443054, 0.6513192057609558, 0.7013781666755676, 0.559807538986206, 0.3494527041912079, 0.9162638783454895]"
785,3101,"[0.5704029202461243, 1.4017622470855713, 0.20184801518917084, 0.5160441994667053, 0.5601304173469543, 0.6616077423095703, 0.7229052782058716, 1.3484376668930054, 0.3841787576675415, 1.1573010683059692]"
786,3111,"[0.3410928547382355, 1.7998216152191162, 0.5360265374183655, 0.13986998796463013, 0.0, 0.1630595177412033, 1.2993571758270264, 0.057009145617485046, 0.8933531045913696, 1.1618252992630005]"
787,3121,"[0.9570098519325256, 1.0848838090896606, 0.5745335817337036, 0.3720768094062805, 1.0073190927505493, 0.2626846432685852, 0.4236963093280792, 0.9609341621398926, 0.20589718222618103, 1.4069864749908447]"
788,3131,"[0.491052508354187, 0.0, 0.8086838722229004, 0.0, 0.5757911205291748, 1.334873914718628, 0.6737694144248962, 1.1637862920761108, 0.5263137221336365, 0.4779626131057739]"
789,3141,"[0.7906367182731628, 1.6524533033370972, 0.35112884640693665, 1.0428284406661987, 0.3282333314418793, 0.9250239133834839, 0.5851773023605347, 0.8777214288711548, 0.41379061341285706, 1.0115646123886108]"
790,3151,"[0.32478705048561096, 1.699447751045227, 0.12153753638267517, 1.4740359783172607, 0.09310999512672424, 0.4636622369289398, 0.23819507658481598, 0.4005512595176697, 0.3249775767326355, 1.787584900856018]"
791,3161,"[0.3951556980609894, 0.8507140278816223, 0.2599574327468872, 0.8110480308532715, 0.217046320438385, 0.8506685495376587, 1.026725172996521, 1.3049672842025757, 0.14663462340831757, 0.8746224641799927]"
792,3171,"[0.3472234904766083, 0.5411167740821838, 0.4604780972003937, 0.7889419794082642, 1.0177803039550781, 1.0329118967056274, 0.7139469385147095, 1.3245171308517456, 0.29358217120170593, 0.7126624584197998]"
793,3181,"[0.1867869645357132, 0.4053799510002136, 0.2281942367553711, 0.3410773277282715, 0.8680140972137451, 1.3686742782592773, 1.2157747745513916, 1.159279465675354, 0.0, 0.8903511762619019]"
794,3191,"[0.21003353595733643, 1.3664531707763672, 0.17378643155097961, 0.6522563099861145, 0.23755861818790436, 0.7047216892242432, 0.6104749441146851, 0.9352179169654846, 0.07964703440666199, 1.1187013387680054]"
795,3201,"[0.47956982254981995, 0.9345625638961792, 0.4679199159145355, 0.823689341545105, 0.7437902688980103, 1.1290435791015625, 0.8852794766426086, 1.1263514757156372, 0.44030165672302246, 1.2856836318969727]"
796,3211,"[0.700653612613678, 0.5104904770851135, 0.5244508981704712, 0.48555833101272583, 0.5838099718093872, 1.190201997756958, 0.9798564314842224, 1.0268685817718506, 0.26066485047340393, 0.995547354221344]"
797,3221,"[0.6619360446929932, 1.4582871198654175, 0.4246683418750763, 0.35944852232933044, 0.4880910813808441, 1.4447245597839355, 0.8150073289871216, 0.9455150961875916, 0.23935607075691223, 1.1687315702438354]"
798,3231,"[0.5941396355628967, 1.0367815494537354, 0.16402418911457062, 0.8102449178695679, 0.48539167642593384, 1.4552749395370483, 0.8541735410690308, 0.5841507315635681, 0.23714040219783783, 1.1593738794326782]"
799,3241,"[0.6231785416603088, 0.6873754858970642, 0.18219375610351562, 0.6893001794815063, 0.6280248165130615, 1.2156352996826172, 0.8577597737312317, 1.3167235851287842, 0.30228161811828613, 0.7775430679321289]"
800,3251,"[0.3595927357673645, 0.6746466159820557, 0.5277614593505859, 0.8632487654685974, 0.6406552195549011, 1.2863805294036865, 0.914324164390564, 1.5587050914764404, 0.29646068811416626, 0.5188534259796143]"
801,3261,"[0.3453761637210846, 0.7182341814041138, 0.36803749203681946, 0.32450681924819946, 0.6890537142753601, 1.0286433696746826, 0.7923542857170105, 1.0766048431396484, 0.09468974173069, 0.9660246968269348]"
802,3271,"[0.7135488390922546, 1.0602396726608276, 0.7866138815879822, 1.1394482851028442, 0.29555749893188477, 0.8469136953353882, 0.7050332427024841, 0.6868033409118652, 0.23836424946784973, 1.1461411714553833]"
803,3281,"[0.4161493182182312, 1.2608462572097778, 0.2882465720176697, 0.4395500421524048, 0.38840243220329285, 0.7413621544837952, 0.9795339107513428, 1.114416241645813, 0.4498138129711151, 1.278152585029602]"
804,3291,"[0.7782607078552246, 0.47566527128219604, 1.0899114608764648, 0.6813961267471313, 0.7442212104797363, 1.0716534852981567, 0.7828408479690552, 1.0036768913269043, 0.5206764340400696, 0.7776812314987183]"
805,3301,"[0.6015381813049316, 0.0, 0.5244536995887756, 0.3729162812232971, 0.6803567409515381, 1.161133050918579, 0.844971776008606, 1.297790765762329, 0.30798739194869995, 0.6409552097320557]"
806,3311,"[0.367037832736969, 1.269853949546814, 0.29354405403137207, 0.3245662748813629, 0.2814468443393707, 0.26813313364982605, 0.7195980548858643, 1.1175434589385986, 0.3599663972854614, 0.8776355385780334]"
807,3321,"[0.1988290399312973, 1.0169352293014526, 0.357450395822525, 0.5203806757926941, 0.26576992869377136, 1.2328161001205444, 0.9456622004508972, 0.754733681678772, 0.2215891033411026, 1.2520512342453003]"
808,3331,"[0.5777117013931274, 1.053317666053772, 0.6816691756248474, 0.882349967956543, 0.008335428312420845, 0.7425230741500854, 1.0880223512649536, 0.9534929990768433, 0.37093469500541687, 0.7259469628334045]"
809,3341,"[0.3947649300098419, 0.4377959668636322, 0.7714705467224121, 0.0, 0.40090101957321167, 1.1785762310028076, 0.919895350933075, 1.3324358463287354, 0.016405846923589706, 1.397710919380188]"
