,id,features
998,2862,"[0.3215586543083191, 0.11681400239467621, 0.30719178915023804, 0.07623685151338577, 0.0, 0.012424995191395283, 0.7158770561218262, 1.0377305746078491, 0.2558286786079407, 0.36790546774864197]"
999,2872,"[0.4090283513069153, 0.6522794365882874, 0.0741344764828682, 0.775927722454071, 0.25041455030441284, 0.03738363832235336, 0.741357684135437, 0.6606820225715637, 0.17827118933200836, 0.47855833172798157]"
1000,2882,"[0.4840357303619385, 0.0, 0.0, 0.24118764698505402, 0.800281822681427, 0.3784591853618622, 0.2780061960220337, 0.0, 0.8236272931098938, 0.956730306148529]"
1001,2892,"[0.768293023109436, 0.0, 0.6178821921348572, 0.0, 0.0, 1.6054741144180298, 0.2952456772327423, 0.44929563999176025, 0.5597113370895386, 0.0]"
1002,2902,"[0.1091742068529129, 0.2741631865501404, 0.34632691740989685, 0.15093037486076355, 0.3072941303253174, 0.02494301088154316, 0.8618662357330322, 0.4784984290599823, 0.11706864833831787, 0.14504224061965942]"
1003,2912,"[0.7681974172592163, 0.39133286476135254, 0.9007295370101929, 0.7956165075302124, 0.05568404123187065, 0.1613607108592987, 0.6320821046829224, 0.40508320927619934, 0.13972258567810059, 0.06112907826900482]"
1004,2922,"[0.4199012219905853, 0.4791982173919678, 0.020380401983857155, 0.8324405550956726, 0.11429894715547562, 0.1492079496383667, 0.7745952010154724, 0.6359716653823853, 0.12441650032997131, 0.5877457857131958]"
1005,2932,"[0.6161547899246216, 0.5538791418075562, 1.1076483726501465, 0.8089407086372375, 0.08586923032999039, 0.016796983778476715, 0.34098362922668457, 0.3001041114330292, 0.4790674149990082, 0.35184115171432495]"
1006,2942,"[0.009134657680988312, 0.461842805147171, 0.04555357247591019, 0.3172471523284912, 0.8958134651184082, 0.29138925671577454, 0.5874872803688049, 0.5162988901138306, 0.2679133713245392, 0.5235227942466736]"
1007,2952,"[0.648796796798706, 0.6995413899421692, 0.6652853488922119, 0.9068049192428589, 0.09922803193330765, 0.22366279363632202, 0.4539545178413391, 0.0, 0.20069225132465363, 0.5036589503288269]"
1008,2962,"[1.3384313583374023, 0.16301923990249634, 1.3620750904083252, 0.9895747900009155, 0.6664973497390747, 0.0, 0.3849940001964569, 0.0, 0.36862775683403015, 0.0]"
1009,2972,"[0.4506971836090088, 0.7655528783798218, 0.6561514139175415, 0.9670485258102417, 0.14535674452781677, 0.0, 0.3660973310470581, 0.39825111627578735, 0.8777411580085754, 0.056973718106746674]"
1010,2982,"[0.0, 0.3052753508090973, 0.36895522475242615, 0.0, 0.09280675649642944, 0.1175779402256012, 0.3721058964729309, 0.9105947017669678, 0.24966704845428467, 0.369699090719223]"
1011,2992,"[0.24376420676708221, 0.06236904859542847, 0.48329272866249084, 0.05792395770549774, 0.28683415055274963, 0.22979743778705597, 0.6827186346054077, 0.7680944204330444, 0.401179701089859, 0.0]"
1012,3002,"[0.47129788994789124, 0.747591495513916, 1.0274757146835327, 1.0288348197937012, 0.0, 0.0, 0.6463137269020081, 0.0, 0.0, 0.0]"
1013,3012,"[0.8832116723060608, 1.3762208223342896, 0.15335187315940857, 1.0199111700057983, 0.2875154912471771, 0.0, 0.0739884153008461, 0.3273383677005768, 0.8619365096092224, 0.0]"
1014,3022,"[0.4855232834815979, 0.843370258808136, 0.5239642858505249, 1.2080377340316772, 0.2953609526157379, 0.3003915548324585, 0.7627072930335999, 0.00030911972862668335, 0.413904070854187, 0.19963940978050232]"
1015,3032,"[0.3062058985233307, 0.5770881175994873, 0.2455189824104309, 0.5033103227615356, 0.09173470735549927, 0.0, 0.6854189038276672, 0.8360434174537659, 0.16453902423381805, 0.5781407356262207]"
1016,3042,"[0.12416024506092072, 0.049659840762615204, 0.0, 0.0, 0.0789017453789711, 0.3755023181438446, 0.6698250770568848, 0.5354374647140503, 0.3963351845741272, 0.0]"
1017,3052,"[0.7506193518638611, 0.04658046364784241, 0.06559094041585922, 0.7422782778739929, 0.2808425724506378, 0.1315220445394516, 0.7862226366996765, 0.8540003895759583, 0.18946170806884766, 0.34974125027656555]"
1018,3062,"[0.22058677673339844, 0.6900880932807922, 0.0987710952758789, 0.8295755386352539, 0.1150958314538002, 0.1863100826740265, 0.8301268219947815, 0.4258844256401062, 0.22838278114795685, 0.8662111759185791]"
1019,3072,"[0.38850173354148865, 0.8036359548568726, 0.5021694302558899, 0.7128627300262451, 0.8845071196556091, 0.10742522031068802, 0.47057589888572693, 0.2708289623260498, 0.16589529812335968, 0.2997664213180542]"
1020,3082,"[0.278734028339386, 0.05968482419848442, 0.024259421974420547, 0.498494416475296, 0.40251827239990234, 0.18698540329933167, 0.971714198589325, 0.41398561000823975, 0.1807326227426529, 0.750531017780304]"
1021,3092,"[1.0948190689086914, 0.6751724481582642, 0.003707055700942874, 0.7974188923835754, 0.8662452101707458, 0.5947651267051697, 0.6311175227165222, 0.0, 0.26226553320884705, 0.454463392496109]"
1022,3102,"[0.34531280398368835, 0.5000177621841431, 0.22358505427837372, 0.49242743849754333, 0.3821714222431183, 0.032642096281051636, 0.5850762128829956, 0.7516199350357056, 0.1936681568622589, 0.8320868015289307]"
1023,3112,"[0.42665719985961914, 0.7987552881240845, 0.16999563574790955, 0.2976609468460083, 0.8602240681648254, 0.0, 0.13908948004245758, 0.9615599513053894, 0.3000480830669403, 0.2476547509431839]"
1024,3122,"[0.7348976135253906, 0.19430986046791077, 0.37744447588920593, 0.48210132122039795, 0.2712557911872864, 0.12171460688114166, 0.9620592594146729, 0.3481447994709015, 0.263263463973999, 0.3701731562614441]"
1025,3132,"[0.23890800774097443, 0.6584853529930115, 0.5483385920524597, 0.5725947022438049, 0.3703327178955078, 0.17619642615318298, 0.6153208613395691, 0.49441617727279663, 0.18271814286708832, 0.6587371230125427]"
1026,3142,"[0.3499103784561157, 0.4738621711730957, 0.29589182138442993, 0.6210720539093018, 0.6265541911125183, 0.21909716725349426, 0.2756645679473877, 0.5856286883354187, 0.26511144638061523, 0.6292853951454163]"
1027,3152,"[0.44699403643608093, 0.9654247164726257, 0.8272382020950317, 0.7077170610427856, 0.34544846415519714, 0.22582599520683289, 0.42871037125587463, 0.306829571723938, 0.3363531231880188, 0.338037371635437]"
1028,3162,"[0.3811089098453522, 0.8903335332870483, 0.0, 0.49796563386917114, 0.0, 0.16142816841602325, 0.509857177734375, 0.0, 0.34756192564964294, 0.20570996403694153]"
1029,3172,"[0.6860822439193726, 0.7436203956604004, 0.31756719946861267, 0.8543576598167419, 0.21202993392944336, 0.07397434860467911, 0.962165117263794, 0.5036637783050537, 0.3079681098461151, 0.6870542764663696]"
1030,3182,"[0.885869562625885, 0.6832743287086487, 0.9372738599777222, 0.5534723997116089, 0.0, 0.016974858939647675, 0.7305864691734314, 0.36996349692344666, 0.38080352544784546, 0.0]"
1031,3192,"[0.8041240572929382, 0.8809930086135864, 0.6458026170730591, 1.0198214054107666, 0.3262142539024353, 0.43064966797828674, 0.0, 0.61162930727005, 0.29517844319343567, 0.07451026886701584]"
1032,3202,"[0.1320124864578247, 0.0, 0.0, 0.021739011630415916, 0.009270930662751198, 0.052354417741298676, 0.19312530755996704, 0.18516965210437775, 0.0, 0.23038257658481598]"
1033,3212,"[0.5090801119804382, 0.0755169615149498, 0.0, 0.4066371023654938, 0.42255693674087524, 0.1610894799232483, 0.6609485149383545, 0.28704744577407837, 0.06916704028844833, 0.6617575883865356]"
1034,3222,"[0.1483117640018463, 0.7386513352394104, 0.6290527582168579, 0.5818305611610413, 0.45181894302368164, 0.15804636478424072, 0.966804027557373, 0.6277085542678833, 0.11322453618049622, 0.5471492409706116]"
1035,3232,"[0.6873154640197754, 0.6536073684692383, 0.490776926279068, 0.7097150683403015, 0.452949196100235, 0.15316994488239288, 0.8080697059631348, 0.5161265134811401, 0.33270278573036194, 0.4445267617702484]"
1036,3242,"[0.530480682849884, 0.5233321785926819, 0.5507062077522278, 0.6111335158348083, 0.41284963488578796, 0.18132132291793823, 0.49163857102394104, 0.49778982996940613, 0.28626251220703125, 0.4377942681312561]"
1037,3252,"[0.5283462405204773, 0.3546585440635681, 0.09799874573945999, 0.5923649072647095, 0.5587655901908875, 0.0, 0.4205434322357178, 0.7632991671562195, 0.16683071851730347, 0.9273273348808289]"
1038,3262,"[0.7802197337150574, 0.0, 0.7713537216186523, 0.34839752316474915, 0.05875655263662338, 0.029993923380970955, 0.3856857717037201, 1.1040599346160889, 0.2274392992258072, 0.15539680421352386]"
1039,3272,"[0.6545320153236389, 0.5885134339332581, 0.8593345880508423, 0.0, 0.0, 0.08474315702915192, 0.6592802405357361, 0.6802737712860107, 0.4652658700942993, 0.2325359582901001]"
1040,3282,"[0.9060513973236084, 0.2333628088235855, 0.716759979724884, 0.6303561329841614, 0.3922591805458069, 0.16553771495819092, 0.7781680226325989, 0.13469433784484863, 0.4303348958492279, 0.003760667284950614]"
1041,3292,"[0.4506237804889679, 0.7505385875701904, 0.22172562777996063, 0.5215798616409302, 0.6646555662155151, 0.13679975271224976, 0.5567815899848938, 0.2145751714706421, 0.27097705006599426, 0.29868564009666443]"
1042,3302,"[0.01797519065439701, 0.7553691267967224, 0.6070767045021057, 0.5311864614486694, 0.6940780878067017, 0.10158619284629822, 0.670562207698822, 0.22470849752426147, 0.6185585260391235, 0.20126406848430634]"
1043,3312,"[0.16969336569309235, 0.025172319263219833, 0.0, 0.13554570078849792, 0.14085231721401215, 0.05369649454951286, 0.22031618654727936, 0.09568247944116592, 0.023055681958794594, 0.22058585286140442]"
1044,3322,"[0.1512622833251953, 0.0, 0.0, 0.0, 0.43139898777008057, 0.46458858251571655, 0.7807064652442932, 0.43079638481140137, 0.5047714114189148, 0.2601724863052368]"
1045,3342,"[0.4707629382610321, 0.6372254490852356, 0.5914404392242432, 0.858909547328949, 0.311426043510437, 0.1678188592195511, 0.4018252193927765, 0.6122437715530396, 0.2865164577960968, 0.38427066802978516]"
1046,3352,"[0.8983147144317627, 0.26211294531822205, 0.3934594988822937, 0.6579698324203491, 0.0, 0.0, 0.011421511881053448, 0.6224227547645569, 0.0, 0.0]"
1047,3362,"[0.7214765548706055, 0.8937438130378723, 0.5643336772918701, 0.6222061514854431, 0.1984567940235138, 0.10989085584878922, 0.5452084541320801, 0.42289310693740845, 0.00889780092984438, 0.5266498327255249]"
1048,3372,"[0.35030806064605713, 0.38079530000686646, 0.1165250912308693, 0.6689518094062805, 0.17716865241527557, 0.2581429183483124, 0.614337682723999, 0.5130840539932251, 0.3250775933265686, 0.7981410026550293]"
1049,3382,"[1.4994357824325562, 0.0, 0.0, 0.29957348108291626, 0.4398520588874817, 0.7728038430213928, 1.0719327926635742, 0.7490308880805969, 1.2768701314926147, 0.0]"
1050,3392,"[0.17192456126213074, 0.14917922019958496, 0.23577886819839478, 0.0, 0.7177359461784363, 0.1689372956752777, 0.5357989072799683, 0.3204352855682373, 0.3051399290561676, 0.04210769012570381]"
1051,3402,"[0.18373578786849976, 0.32001909613609314, 0.8952502012252808, 0.8385401368141174, 0.12786437571048737, 0.42157429456710815, 0.6943474411964417, 0.2966882586479187, 0.22249659895896912, 0.07990092784166336]"
1052,3412,"[0.3739487826824188, 0.5185431241989136, 0.3718949258327484, 0.7676709890365601, 0.370311439037323, 0.3818720579147339, 0.4431498944759369, 0.34823060035705566, 0.33186522126197815, 0.5642062425613403]"
1053,3422,"[0.6976481080055237, 0.33453255891799927, 0.8734608292579651, 0.5676859617233276, 0.18289820849895477, 0.33353447914123535, 0.24770838022232056, 0.6077649593353271, 0.10572546720504761, 0.35955512523651123]"
1054,3432,"[0.04970576986670494, 0.0, 0.15354286134243011, 0.0, 0.0, 0.6165407299995422, 0.5930651426315308, 0.7483999133110046, 0.14574918150901794, 0.8224284648895264]"
1055,3442,"[0.5265999436378479, 0.09074349701404572, 0.123253233730793, 0.09425268322229385, 0.22760872542858124, 0.29604580998420715, 0.6568459868431091, 0.5505414605140686, 0.23168696463108063, 0.24242743849754333]"
1056,3452,"[0.25397706031799316, 0.0, 0.17345495522022247, 0.45942223072052, 0.2805914878845215, 0.4302217662334442, 0.7662391066551208, 0.6726516485214233, 0.10504227131605148, 0.6486906409263611]"
1057,3462,"[0.6218962669372559, 0.8891496658325195, 0.7194743752479553, 0.9950337409973145, 0.30314669013023376, 0.28732722997665405, 0.6663926243782043, 0.0, 0.059884410351514816, 0.1880262792110443]"
1058,3472,"[0.39839741587638855, 0.0, 0.09375309199094772, 0.04540903493762016, 0.26964110136032104, 0.29571259021759033, 0.6320224404335022, 0.649944007396698, 0.09444878995418549, 0.0]"
1059,3482,"[0.6017163991928101, 0.4088307321071625, 0.3319452702999115, 0.5983342528343201, 0.3878777027130127, 0.09613653272390366, 0.6050398945808411, 0.3945889472961426, 0.018106834962964058, 0.3835490047931671]"
1060,3492,"[0.33787575364112854, 0.4208780527114868, 0.5584036707878113, 0.8202607035636902, 0.5065852403640747, 0.13127401471138, 1.1274709701538086, 0.15934871137142181, 0.20681792497634888, 0.15588168799877167]"
1061,3502,"[0.625560998916626, 0.3308652341365814, 0.0, 0.38403457403182983, 0.7175358533859253, 0.0, 0.37512582540512085, 0.8132401704788208, 0.0, 0.620750904083252]"
1062,3512,"[0.4198113679885864, 0.5508081316947937, 0.13413572311401367, 0.37187010049819946, 1.0343372821807861, 0.5307586193084717, 0.5899433493614197, 0.4943274259567261, 0.14131596684455872, 0.5695958137512207]"
1063,3522,"[0.6544355750083923, 0.7730031609535217, 0.3033512830734253, 1.0713300704956055, 0.49016064405441284, 0.12689782679080963, 0.5427417755126953, 0.3617190420627594, 0.1317743957042694, 0.8671673536300659]"
1064,3532,"[0.4165932536125183, 1.0956848859786987, 1.0546698570251465, 1.0784233808517456, 0.1841115802526474, 0.11262530088424683, 0.22859548032283783, 0.0, 0.2896958291530609, 0.0]"
1065,3542,"[0.7821256518363953, 0.9506791234016418, 0.7893533110618591, 1.0349570512771606, 0.1954192966222763, 0.28568223118782043, 0.5769681334495544, 0.39106306433677673, 0.41827765107154846, 0.1714562177658081]"
1066,3552,"[0.9403866529464722, 0.6561042070388794, 0.0, 0.36958372592926025, 0.0, 0.03177044168114662, 0.9500991106033325, 0.5578919053077698, 0.0, 0.6964817047119141]"
1067,3562,"[0.47349676489830017, 0.0, 0.2323739230632782, 0.0, 0.31070321798324585, 0.5212637186050415, 0.8409886360168457, 0.9270054697990417, 0.9725927710533142, 0.5602638721466064]"
1068,3572,"[0.0, 0.11550858616828918, 0.4229218661785126, 0.07136056572198868, 0.05475100502371788, 0.15782062709331512, 0.71964430809021, 0.22406885027885437, 0.22010855376720428, 0.16362960636615753]"
1069,3592,"[1.4181824922561646, 0.7263612747192383, 0.9148540496826172, 0.5207221508026123, 0.0, 0.0, 0.0, 0.0, 0.023961134254932404, 0.0]"
1070,3602,"[0.0, 0.7279180288314819, 0.013308709487318993, 0.3400631248950958, 0.5024580955505371, 0.4465331733226776, 0.4544166326522827, 0.38116785883903503, 0.5686298608779907, 0.5042049288749695]"
1071,3612,"[0.1605708748102188, 0.3801892101764679, 0.0, 1.3730942010879517, 1.01577627658844, 0.0, 0.5325021743774414, 0.23850537836551666, 0.049040019512176514, 0.007494491990655661]"
1072,3622,"[0.37739962339401245, 0.4517538547515869, 0.5634903311729431, 1.1046552658081055, 0.30077072978019714, 0.37858080863952637, 0.6832427382469177, 0.15813776850700378, 0.18032608926296234, 0.20624718070030212]"
1073,3632,"[0.08563820272684097, 0.6789831519126892, 0.5613892078399658, 1.2997446060180664, 0.0, 0.0, 0.6056714057922363, 0.02404526248574257, 0.7982197403907776, 0.0]"
1074,3642,"[0.48310691118240356, 0.38000375032424927, 0.27682557702064514, 0.4311656653881073, 0.4919009506702423, 0.35782280564308167, 0.7572264671325684, 0.11634047329425812, 0.41965925693511963, 0.43242147564888]"
1075,3652,"[0.42127323150634766, 0.0, 0.017809970304369926, 0.29348576068878174, 0.0904875174164772, 0.27585169672966003, 0.38165128231048584, 1.1944928169250488, 0.4826028048992157, 0.6788475513458252]"
1076,3662,"[0.18205386400222778, 0.0, 0.2908584773540497, 0.0, 0.0, 0.36484119296073914, 0.5204306244850159, 1.1919986009597778, 0.0, 0.0]"
1077,3672,"[0.15104323625564575, 0.8013250827789307, 0.15045171976089478, 0.0, 0.6966712474822998, 0.15941976010799408, 0.8421377539634705, 0.4283226728439331, 0.3017774820327759, 0.15179376304149628]"
1078,3682,"[0.4176185429096222, 0.527278482913971, 0.06133077293634415, 0.54415363073349, 0.07686378061771393, 0.14347071945667267, 0.9146893620491028, 0.5729447603225708, 0.19377069175243378, 0.7187058329582214]"
1079,3692,"[0.6911658048629761, 0.24404236674308777, 0.024888867512345314, 0.17885632812976837, 0.010213412344455719, 0.0005358149064704776, 0.6304720640182495, 0.6697229146957397, 0.0, 0.0]"
1080,3702,"[0.30135971307754517, 0.6293078660964966, 0.33949846029281616, 0.7110016345977783, 0.0043680379167199135, 0.0706520527601242, 0.7287682890892029, 0.7536367774009705, 0.2400500625371933, 0.3889101445674896]"
1081,3712,"[0.5013198852539062, 0.22198154032230377, 0.4900118410587311, 0.6400599479675293, 0.6261494159698486, 0.26950204372406006, 0.5604845285415649, 0.37151411175727844, 0.22212374210357666, 0.27161726355552673]"
1082,3732,"[0.15001249313354492, 0.6324284076690674, 0.6693747043609619, 0.34766876697540283, 0.18091709911823273, 0.19328603148460388, 0.7494052648544312, 0.36317381262779236, 0.33913639187812805, 0.04980522394180298]"
1083,3742,"[0.2291756123304367, 0.8546558022499084, 0.8445068001747131, 0.9615786671638489, 0.15547847747802734, 0.35306909680366516, 0.6704455018043518, 0.138889878988266, 0.5308766961097717, 0.030793480575084686]"
1084,3752,"[1.1977899074554443, 0.07321013510227203, 0.0, 0.0, 0.005563265644013882, 0.0544782318174839, 0.6187894344329834, 0.5818209052085876, 0.0, 0.8786212205886841]"
1085,3762,"[0.3097194731235504, 0.0, 0.0678110346198082, 0.07062813639640808, 0.4492802321910858, 0.0, 0.4508485496044159, 0.02767741121351719, 0.0, 0.17725014686584473]"
1086,3772,"[0.0, 0.8176538348197937, 0.363255113363266, 0.08768464624881744, 0.0, 0.0, 0.6437350511550903, 0.4314318597316742, 0.378050833940506, 0.0]"
1087,3782,"[0.9328573346138, 0.5678400993347168, 0.0, 0.0, 0.5195690393447876, 0.24245776236057281, 0.06172282621264458, 0.7322335839271545, 0.3649512529373169, 0.4681514501571655]"
1088,3792,"[0.22135840356349945, 0.49310362339019775, 0.699536919593811, 0.3917631506919861, 0.8389191031455994, 0.0566166490316391, 0.5024375915527344, 0.3359500765800476, 0.5458060503005981, 0.711449146270752]"
1089,3802,"[0.10584275424480438, 0.0, 0.0, 0.27034303545951843, 0.4382022023200989, 0.3173113465309143, 0.6929029822349548, 0.482563853263855, 0.20940852165222168, 0.43091240525245667]"
1090,3812,"[0.7679843902587891, 0.4262447953224182, 0.4243610203266144, 0.5873625874519348, 0.23500573635101318, 0.2432631552219391, 0.7788845896720886, 0.36334314942359924, 0.0, 0.422878235578537]"
1091,3822,"[0.7429535984992981, 0.32894736528396606, 1.4445586204528809, 0.8214049339294434, 0.5479337573051453, 0.05355812609195709, 0.2123987078666687, 0.33625710010528564, 0.22737039625644684, 0.0]"
1092,3832,"[0.2308756560087204, 0.39894136786460876, 1.3305950164794922, 0.167138934135437, 0.08493264764547348, 0.0, 1.038479208946228, 0.18473288416862488, 0.532349705696106, 0.16515129804611206]"
1093,3842,"[0.2711256444454193, 0.04580952599644661, 0.1872795969247818, 0.397023469209671, 0.09284707903862, 0.08117608726024628, 0.5267306566238403, 0.7942581176757812, 0.1853446364402771, 0.3451453745365143]"
1094,3852,"[0.5487125515937805, 0.3485768437385559, 0.20795786380767822, 1.1888536214828491, 0.29020386934280396, 0.35737165808677673, 0.3506702184677124, 0.7100637555122375, 0.0, 0.46905678510665894]"
1095,3872,"[0.7810913324356079, 1.0064078569412231, 0.5729814171791077, 0.6836645603179932, 0.22997692227363586, 0.12783779203891754, 0.3367052674293518, 0.583109974861145, 0.141983300447464, 0.14487354457378387]"
1096,3882,"[0.5634721517562866, 0.0, 0.345370888710022, 0.5811566710472107, 0.7033286094665527, 0.2957070469856262, 0.5619720220565796, 0.6798256635665894, 0.19997358322143555, 0.22600604593753815]"
1097,3892,"[0.16969336569309235, 0.025172319263219833, 0.0, 0.13554570078849792, 0.14085231721401215, 0.05369649454951286, 0.22031618654727936, 0.09568247944116592, 0.023055681958794594, 0.22058585286140442]"
1098,3902,"[0.0, 0.1465839445590973, 0.0, 1.6386512517929077, 0.322185754776001, 0.9810745120048523, 0.09297635406255722, 0.08345124125480652, 0.6583473682403564, 0.3180638551712036]"
1099,3912,"[0.0, 0.0, 0.0, 0.5418603420257568, 0.8593698143959045, 0.0, 0.4384099543094635, 0.2701975405216217, 0.1300075650215149, 0.0]"
1100,3922,"[0.12498676776885986, 0.0, 0.5811181664466858, 0.1114262267947197, 0.6064043641090393, 0.42715802788734436, 0.5485517978668213, 0.5339761972427368, 0.955203652381897, 0.0]"
1101,3932,"[0.20828095078468323, 0.7601863741874695, 0.6947258114814758, 0.8177838325500488, 0.007991335354745388, 0.046761274337768555, 0.7637452483177185, 0.3434161841869354, 0.21645903587341309, 0.3459959030151367]"
1102,3942,"[0.0, 0.0, 0.8127335906028748, 0.0, 0.0, 0.10541267693042755, 0.694115400314331, 0.7791160345077515, 0.2975989878177643, 0.0]"
1103,3952,"[0.5098500847816467, 0.20722715556621552, 0.4019443690776825, 0.8742327094078064, 0.39415088295936584, 0.01169327087700367, 0.6821997165679932, 0.11601381003856659, 0.4193390905857086, 0.8736176490783691]"
1104,3,"[0.6194828748703003, 0.2712668180465698, 0.0, 0.01452651247382164, 0.9666618704795837, 0.10023819655179977, 0.7004340291023254, 0.36901041865348816, 0.14089642465114594, 0.4865114092826843]"
1105,13,"[0.0, 0.5856329202651978, 0.4499160945415497, 0.3229820728302002, 0.6942810416221619, 0.5045914053916931, 0.7268556356430054, 0.3150556981563568, 0.2914600074291229, 0.53617262840271]"
1106,23,"[0.15330787003040314, 0.010951962321996689, 0.10798704624176025, 0.1394536793231964, 0.16475866734981537, 0.3398285508155823, 0.8125603199005127, 0.6992631554603577, 0.3329924941062927, 0.7226517796516418]"
1107,33,"[0.33480575680732727, 0.3359901010990143, 0.07618711143732071, 0.3758806586265564, 0.25729456543922424, 0.037389665842056274, 0.5119038224220276, 0.4016917049884796, 0.026428332552313805, 0.596757709980011]"
1108,43,"[0.37098371982574463, 0.36362576484680176, 0.3941020667552948, 0.6837477087974548, 0.5441049337387085, 0.28712090849876404, 0.32543453574180603, 0.6448091268539429, 0.3922214210033417, 0.4479979872703552]"
1109,53,"[0.3056671619415283, 0.8240386843681335, 0.9236785769462585, 1.004648208618164, 0.2486567199230194, 0.4896288514137268, 0.34426915645599365, 0.7476919889450073, 0.5708785057067871, 0.3293628990650177]"
1110,63,"[0.8276838064193726, 0.0, 0.0, 0.03447797894477844, 0.20887650549411774, 0.25890129804611206, 0.690261960029602, 0.8119950890541077, 0.09912902861833572, 0.26238489151000977]"
1111,73,"[0.3473851978778839, 0.49116453528404236, 0.38618654012680054, 0.5427019000053406, 0.9696244597434998, 0.09870544821023941, 0.3201870620250702, 0.5246953368186951, 0.4416096806526184, 0.7134114503860474]"
1112,83,"[0.5496811866760254, 0.4880813956260681, 0.05400540307164192, 0.6710291504859924, 0.47247472405433655, 0.0, 0.6972073316574097, 0.7255942821502686, 0.6395029425621033, 0.19738318026065826]"
1113,93,"[0.2587490379810333, 0.024463463574647903, 0.26495420932769775, 0.0, 0.5213897228240967, 0.318091481924057, 0.7530660033226013, 0.29973217844963074, 0.1392953097820282, 0.2904942035675049]"
1114,103,"[0.2503124177455902, 0.6278521418571472, 0.17824749648571014, 0.18589885532855988, 0.8412226438522339, 0.0, 0.6854610443115234, 0.6425666213035583, 0.30496901273727417, 0.3543967008590698]"
1115,113,"[0.12624342739582062, 0.3328326642513275, 0.23638412356376648, 0.23171663284301758, 0.36431801319122314, 0.23093825578689575, 0.5602688789367676, 0.6561515927314758, 0.30782046914100647, 0.8200346231460571]"
1116,123,"[0.6937881112098694, 0.7368528246879578, 0.6342251896858215, 0.8034259676933289, 0.16030234098434448, 0.4932030141353607, 0.39995282888412476, 0.3031478226184845, 0.4260476231575012, 0.44305911660194397]"
1117,133,"[0.36040636897087097, 0.4051637649536133, 0.1179492399096489, 0.07961339503526688, 0.4579070806503296, 0.31925979256629944, 0.3515085279941559, 0.43594199419021606, 0.22395643591880798, 0.22719483077526093]"
1118,153,"[0.0758730098605156, 0.0, 0.1080690249800682, 0.19752512872219086, 0.6037880778312683, 0.24584923684597015, 0.7773580551147461, 0.5141043066978455, 0.10245930403470993, 0.5383481979370117]"
1119,163,"[0.5739731192588806, 0.004153465386480093, 0.15583300590515137, 0.6029234528541565, 0.12370051443576813, 0.1283579021692276, 0.8465865850448608, 0.674065351486206, 0.08056467026472092, 0.5843160152435303]"
1120,173,"[0.05063585564494133, 0.0, 0.0, 0.1130882278084755, 0.300034761428833, 0.4062119424343109, 0.8390197157859802, 0.546033501625061, 0.27972573041915894, 0.3537346422672272]"
1121,183,"[0.0, 0.7915681600570679, 0.2398914098739624, 0.7588097453117371, 0.2808986008167267, 0.03256542980670929, 0.2709875702857971, 0.8364410400390625, 0.23366770148277283, 0.7799550294876099]"
1122,193,"[0.0, 0.0, 0.5836948156356812, 0.0, 0.019209716469049454, 0.37982311844825745, 0.8250810503959656, 0.7338804602622986, 0.06757084280252457, 0.17385616898536682]"
1123,203,"[0.22140900790691376, 0.0, 0.6081918478012085, 0.5679268836975098, 1.1077083349227905, 0.2749578654766083, 0.3359592854976654, 0.5201491713523865, 0.6346065402030945, 0.0]"
1124,213,"[0.4668343663215637, 0.9069225788116455, 0.4578012228012085, 0.9978129863739014, 0.6325135827064514, 0.06823644042015076, 0.12314234673976898, 0.18219177424907684, 0.7339726090431213, 0.3949119746685028]"
1125,223,"[0.987794041633606, 0.35591748356819153, 0.2430282086133957, 0.7885385751724243, 0.0835467204451561, 0.020417967811226845, 0.5772033929824829, 0.8969807624816895, 0.0, 0.35565707087516785]"
1126,233,"[0.3662891089916229, 0.5068141222000122, 1.3703336715698242, 0.47681722044944763, 0.12640933692455292, 0.10063381493091583, 0.6552093625068665, 0.5074120163917542, 0.3234156370162964, 0.0951792299747467]"
1127,243,"[0.0, 0.29201164841651917, 0.0, 0.5622496604919434, 0.173147514462471, 0.0, 0.24583038687705994, 0.5705752968788147, 0.8732591867446899, 0.12782476842403412]"
1128,253,"[0.33395206928253174, 0.38868531584739685, 0.2000562995672226, 0.49729618430137634, 0.27708956599235535, 0.0, 0.6129619479179382, 0.9999409914016724, 0.08191931992769241, 0.5812676548957825]"
1129,263,"[0.6705976128578186, 0.6193991899490356, 0.7261530756950378, 1.354582667350769, 0.26340025663375854, 0.39996567368507385, 0.13001106679439545, 0.03623867779970169, 0.231537863612175, 0.07923310995101929]"
1130,273,"[0.4079522490501404, 0.2814891040325165, 0.05044753476977348, 0.20979441702365875, 0.41950440406799316, 0.16002976894378662, 0.5980439186096191, 0.8509625792503357, 0.4562968313694, 0.3266046643257141]"
1131,283,"[0.0, 0.8149235248565674, 0.9693141579627991, 0.4502932131290436, 0.06956185400485992, 0.16051341593265533, 0.7629163861274719, 0.26526743173599243, 0.6508510112762451, 0.1728149801492691]"
1132,293,"[0.6410762667655945, 0.43459632992744446, 0.3572412133216858, 0.9236222505569458, 0.20593276619911194, 0.1204937994480133, 0.6704337000846863, 0.704098641872406, 0.2086917757987976, 0.5000966191291809]"
1133,303,"[0.30779916048049927, 0.08722127974033356, 0.23825684189796448, 0.4229869246482849, 0.23761756718158722, 0.22581885755062103, 0.872266948223114, 0.562759280204773, 0.18304269015789032, 0.39137351512908936]"
